Date_Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Voltage (V),Current (A),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),Internal Resistance (Ohm),dV/dt (V/s)
07/21/2023 10:25:08.918,1410.001,1410.000,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005
07/21/2023 10:25:38.918,1440.000,1440.000,1,1,-0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:26:08.918,1470.000,1470.000,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:26:38.920,1500.002,1500.002,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:27:08.919,1530.001,1530.001,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:27:38.920,1560.002,1560.002,1,1,-0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:28:08.920,1590.002,1590.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:28:38.918,1620.000,1620.000,1,1,-0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:29:08.919,1650.001,1650.001,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00003
07/21/2023 10:29:38.919,1680.001,1680.001,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:30:08.920,1710.002,1710.002,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 10:30:38.918,1740.000,1740.000,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:31:08.920,1770.002,1770.002,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00004
07/21/2023 10:31:38.919,1800.001,1800.001,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:32:08.920,1830.002,1830.002,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:32:38.919,1860.002,1860.001,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:33:08.918,1890.000,1890.000,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:33:38.920,1920.002,1920.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:34:08.920,1950.002,1950.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005
07/21/2023 10:34:38.920,1980.002,1980.002,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003
07/21/2023 10:35:08.919,2010.001,2010.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00003
07/21/2023 10:35:38.919,2040.001,2040.001,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:36:08.918,2070.000,2070.000,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:36:38.918,2100.000,2100.000,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003
07/21/2023 10:37:08.919,2130.001,2130.001,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:37:38.919,2160.001,2160.001,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:38:08.919,2190.001,2190.001,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003
07/21/2023 10:38:38.918,2220.000,2220.000,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:39:08.918,2250.000,2250.000,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:39:38.920,2280.002,2280.002,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:40:08.919,2310.001,2310.001,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:40:38.920,2340.002,2340.002,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:41:08.919,2370.002,2370.001,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:41:38.918,2400.000,2400.000,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:42:08.918,2430.000,2430.000,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00003
07/21/2023 10:42:38.919,2460.001,2460.001,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00004
07/21/2023 10:43:08.920,2490.002,2490.002,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:43:38.918,2520.000,2520.000,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00006
07/21/2023 10:44:08.918,2550.000,2550.000,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:44:38.919,2580.001,2580.000,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:45:08.918,2610.000,2610.000,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003
07/21/2023 10:45:38.919,2640.001,2640.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:46:08.920,2670.002,2670.002,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003
07/21/2023 10:46:38.920,2700.002,2700.002,1,1,-0.00052,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007
07/21/2023 10:47:08.919,2730.001,2730.001,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:47:38.919,2760.001,2760.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007
07/21/2023 10:48:08.919,2790.001,2790.001,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:48:38.918,2820.000,2820.000,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:49:08.919,2850.001,2850.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 10:49:38.919,2880.001,2880.001,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:50:08.920,2910.002,2910.002,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00006
07/21/2023 10:50:38.918,2940.000,2940.000,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:51:08.918,2970.000,2970.000,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00005
07/21/2023 10:51:38.918,3000.000,3000.000,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:52:08.919,3030.001,3030.001,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:52:38.919,3060.001,3060.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 10:53:08.920,3090.002,3090.002,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:53:38.918,3120.000,3120.000,1,1,-0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:54:08.919,3150.001,3150.001,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:54:38.920,3180.002,3180.002,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00004
07/21/2023 10:55:08.920,3210.002,3210.002,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:55:38.920,3240.002,3240.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:56:08.920,3270.002,3270.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:56:38.919,3300.001,3300.001,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005
07/21/2023 10:57:08.918,3330.000,3330.000,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:57:38.920,3360.002,3360.002,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:58:08.919,3390.001,3390.001,1,1,-0.00052,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:58:38.918,3420.000,3420.000,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:59:08.919,3450.001,3450.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:59:38.920,3480.002,3480.002,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 11:00:08.919,3510.001,3510.001,1,1,-0.00052,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00003
07/21/2023 11:00:38.920,3540.002,3540.002,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 11:01:08.919,3570.002,3570.001,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 11:01:38.919,3600.001,3600.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 11:02:08.918,3630.000,3630.000,1,1,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005
07/21/2023 11:02:38.919,3660.001,3660.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 11:02:38.920,3660.002,3660.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 11:02:38.966,3660.049,0.006,1,2,0.06394,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:02:38.978,3660.060,0.017,1,2,0.08665,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:02:38.983,3660.065,0.023,1,2,0.11796,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:02:38.989,3660.071,0.028,1,2,0.15376,0.00031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:02:38.995,3660.077,0.035,1,2,0.19190,0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:02:39.001,3660.083,0.040,1,2,0.23111,0.00035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:02:39.006,3660.089,0.046,1,2,0.27056,0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00554
07/21/2023 11:02:39.010,3660.092,0.049,1,2,0.30951,0.00039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00874
07/21/2023 11:02:39.018,3660.100,0.057,1,2,0.34740,0.00042,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01660
07/21/2023 11:02:39.021,3660.103,0.060,1,2,0.38402,0.00044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01952
07/21/2023 11:02:39.029,3660.112,0.069,1,2,0.41918,0.00046,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02787
07/21/2023 11:02:39.032,3660.114,0.072,1,2,0.45290,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03049
07/21/2023 11:02:39.038,3660.121,0.078,1,2,0.48525,0.00051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03660
07/21/2023 11:02:39.044,3660.126,0.083,1,2,0.51611,0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04184
07/21/2023 11:02:39.050,3660.132,0.089,1,2,0.54555,0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04757
07/21/2023 11:02:39.055,3660.137,0.095,1,2,0.60546,0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05291
07/21/2023 11:02:39.061,3660.143,0.100,1,2,0.66735,0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05835
07/21/2023 11:02:39.066,3660.149,0.106,1,2,0.72678,0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06388
07/21/2023 11:02:39.072,3660.154,0.112,1,2,0.78281,0.00063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06932
07/21/2023 11:02:39.078,3660.160,0.118,1,2,0.83495,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07543
07/21/2023 11:02:39.084,3660.166,0.123,1,2,0.88302,0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08067
07/21/2023 11:02:39.090,3660.172,0.129,1,2,0.92697,0.00068,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08631
07/21/2023 11:02:39.095,3660.177,0.134,1,2,0.96691,0.00070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09155
07/21/2023 11:02:39.101,3660.183,0.140,1,2,1.00306,0.00071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09718
07/21/2023 11:02:39.106,3660.189,0.146,1,2,1.03577,0.00072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10271
07/21/2023 11:02:39.112,3660.194,0.151,1,2,1.06530,0.00074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10805
07/21/2023 11:02:39.118,3660.200,0.157,1,2,1.09203,0.00075,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11368
07/21/2023 11:02:39.124,3660.206,0.163,1,2,1.11631,0.00076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11941
07/21/2023 11:02:39.130,3660.212,0.169,1,2,1.13825,0.00077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12514
07/21/2023 11:02:39.135,3660.217,0.174,1,2,1.15813,0.00079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13038
07/21/2023 11:02:39.141,3660.223,0.180,1,2,1.17610,0.00080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13601
07/21/2023 11:02:39.144,3660.226,0.183,1,2,1.19233,0.00081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13911
07/21/2023 11:02:39.152,3660.234,0.191,1,2,1.20702,0.00082,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14688
07/21/2023 11:02:39.155,3660.237,0.195,1,2,1.22031,0.00083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14999
07/21/2023 11:02:39.163,3660.245,0.203,1,2,1.23234,0.00084,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15775
07/21/2023 11:02:39.166,3660.249,0.206,1,2,1.24325,0.00085,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16086
07/21/2023 11:02:39.178,3660.260,0.217,1,2,1.26215,0.00086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17173
07/21/2023 11:02:39.189,3660.271,0.229,1,2,1.27775,0.00088,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18319
07/21/2023 11:02:39.201,3660.283,0.240,1,2,1.29072,0.00089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19406
07/21/2023 11:02:39.212,3660.294,0.251,1,2,1.30112,0.00091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20513
07/21/2023 11:02:39.229,3660.311,0.268,1,2,1.31186,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22144
07/21/2023 11:02:39.309,3660.391,0.348,1,2,1.29344,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29919
07/21/2023 11:02:39.314,3660.396,0.354,1,2,1.28283,0.00101,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30444
07/21/2023 11:02:39.320,3660.402,0.360,1,2,1.27105,0.00101,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31016
07/21/2023 11:02:39.323,3660.405,0.363,1,2,1.25876,0.00102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31308
07/21/2023 11:02:39.331,3660.413,0.371,1,2,1.24607,0.00102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32094
07/21/2023 11:02:39.334,3660.417,0.374,1,2,1.23306,0.00103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32395
07/21/2023 11:02:39.343,3660.425,0.382,1,2,1.21974,0.00103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33230
07/21/2023 11:02:39.346,3660.428,0.385,1,2,1.20618,0.00104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33482
07/21/2023 11:02:39.354,3660.437,0.394,1,2,1.19241,0.00104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34346
07/21/2023 11:02:39.357,3660.439,0.397,1,2,1.17846,0.00104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34618
07/21/2023 11:02:39.363,3660.445,0.403,1,2,1.16438,0.00105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35191
07/21/2023 11:02:39.369,3660.451,0.408,1,2,1.15024,0.00105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35725
07/21/2023 11:02:39.374,3660.457,0.414,1,2,1.13601,0.00105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36278
07/21/2023 11:02:39.380,3660.462,0.420,1,2,1.12452,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36831
07/21/2023 11:02:39.392,3660.475,0.432,1,2,1.10741,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38035
07/21/2023 11:02:39.404,3660.486,0.443,1,2,1.09640,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39142
07/21/2023 11:02:39.424,3660.506,0.463,1,2,1.08395,0.00108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41093
07/21/2023 11:02:39.466,3660.548,0.506,1,2,1.07305,0.00109,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45190
07/21/2023 11:02:39.611,3660.693,0.651,1,2,1.06231,0.00114,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59266
07/21/2023 11:02:39.637,3660.719,0.676,1,2,1.05092,0.00114,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61751
07/21/2023 11:02:39.654,3660.737,0.694,1,2,1.03974,0.00115,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63459
