Date_Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Voltage (V),Current (A),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),Internal Resistance (Ohm),dV/dt (V/s)
07/21/2023 10:50:35.630,2910.001,2910.001,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:51:05.630,2940.001,2940.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:51:35.630,2970.000,2970.000,1,1,-0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00004
07/21/2023 10:52:05.631,3000.002,3000.002,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:52:35.630,3030.001,3030.001,1,1,-0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:53:05.631,3060.002,3060.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:53:35.629,3090.000,3090.000,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005
07/21/2023 10:54:05.630,3120.001,3120.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 10:54:35.630,3150.001,3150.001,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:55:05.630,3180.001,3180.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/21/2023 10:55:35.631,3210.002,3210.002,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:56:05.629,3240.000,3240.000,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00005
07/21/2023 10:56:35.630,3270.001,3270.001,1,1,-0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:57:05.630,3300.001,3300.000,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:57:35.631,3330.002,3330.001,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:58:05.629,3360.000,3360.000,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 10:58:35.630,3390.001,3390.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
07/21/2023 10:59:05.631,3420.002,3420.002,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 10:59:35.630,3450.000,3450.000,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 11:00:05.630,3480.001,3480.001,1,1,-0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 11:00:35.630,3510.001,3510.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 11:01:05.631,3540.002,3540.002,1,1,-0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 11:01:35.631,3570.002,3570.001,1,1,-0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
07/21/2023 11:02:05.630,3600.001,3600.001,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00002
07/21/2023 11:02:35.631,3630.002,3630.002,1,1,-0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00001
07/21/2023 11:03:05.631,3660.002,3660.001,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 11:03:05.632,3660.002,3660.002,1,1,-0.00055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 11:03:05.681,3660.052,0.008,1,2,0.01755,0.00022,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004
07/21/2023 11:03:05.692,3660.063,0.020,1,2,0.02843,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00006
07/21/2023 11:03:05.695,3660.066,0.023,1,2,0.04775,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00006
07/21/2023 11:03:05.703,3660.074,0.031,1,2,0.07358,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007
07/21/2023 11:03:05.706,3660.077,0.034,1,2,0.10365,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00008
07/21/2023 11:03:05.714,3660.085,0.042,1,2,0.13616,0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00009
07/21/2023 11:03:05.718,3660.089,0.045,1,2,0.16964,0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010
07/21/2023 11:03:05.725,3660.096,0.053,1,2,0.20331,0.00037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00011
07/21/2023 11:03:05.729,3660.100,0.056,1,2,0.23594,0.00040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00012
07/21/2023 11:03:05.737,3660.108,0.064,1,2,0.26578,0.00043,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00013
07/21/2023 11:03:05.740,3660.111,0.067,1,2,0.29373,0.00046,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00013
07/21/2023 11:03:05.748,3660.119,0.075,1,2,0.31975,0.00050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00015
07/21/2023 11:03:05.751,3660.122,0.079,1,2,0.34334,0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00015
07/21/2023 11:03:05.759,3660.130,0.087,1,2,0.36464,0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00017
07/21/2023 11:03:05.762,3660.133,0.090,1,2,0.38368,0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00017
07/21/2023 11:03:05.770,3660.141,0.098,1,2,0.42462,0.00063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00018
07/21/2023 11:03:05.774,3660.145,0.101,1,2,0.46557,0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00019
07/21/2023 11:03:05.782,3660.153,0.109,1,2,0.50435,0.00068,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00020
07/21/2023 11:03:05.785,3660.156,0.112,1,2,0.53941,0.00071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00021
07/21/2023 11:03:05.793,3660.164,0.120,1,2,0.56977,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00022
07/21/2023 11:03:05.796,3660.167,0.123,1,2,0.59478,0.00075,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00023
07/21/2023 11:03:05.804,3660.175,0.132,1,2,0.61433,0.00077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024
07/21/2023 11:03:05.807,3660.178,0.135,1,2,0.62876,0.00079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024
07/21/2023 11:03:05.818,3660.189,0.146,1,2,0.64394,0.00082,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00026
07/21/2023 11:03:05.852,3660.223,0.180,1,2,0.63246,0.00089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00032
07/21/2023 11:03:05.863,3660.234,0.191,1,2,0.62120,0.00091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00034
07/21/2023 11:03:05.874,3660.245,0.202,1,2,0.60966,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00035
07/21/2023 11:03:05.886,3660.257,0.213,1,2,0.59891,0.00094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00037
07/21/2023 11:03:05.904,3660.275,0.231,1,2,0.58653,0.00095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00040
07/21/2023 11:03:05.927,3660.298,0.255,1,2,0.57569,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00044
07/21/2023 11:03:05.964,3660.335,0.291,1,2,0.56564,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00050
07/21/2023 11:03:07.797,3662.168,2.124,1,2,0.57568,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00350
07/21/2023 11:03:09.866,3664.237,4.193,1,2,0.58573,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00563
07/21/2023 11:03:10.910,3665.281,5.238,1,2,0.59582,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00940
07/21/2023 11:03:12.138,3666.509,6.466,1,2,0.60582,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00468
07/21/2023 11:03:13.269,3667.640,7.597,1,2,0.61583,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00910
07/21/2023 11:03:14.360,3668.731,8.688,1,2,0.62584,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00835
07/21/2023 11:03:15.026,3669.396,9.353,1,2,0.63588,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01483
07/21/2023 11:03:15.950,3670.321,10.278,1,2,0.62565,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00930
07/21/2023 11:03:17.697,3672.068,12.025,1,2,0.61534,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00114
07/21/2023 11:03:17.760,3672.131,12.087,1,2,0.60460,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00812
07/21/2023 11:03:17.826,3672.197,12.153,1,2,0.59410,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.01543
07/21/2023 11:03:18.021,3672.392,12.349,1,2,0.58400,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03719
07/21/2023 11:03:18.695,3673.066,13.023,1,2,0.59450,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00435
07/21/2023 11:03:18.811,3673.182,13.139,1,2,0.60489,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131
07/21/2023 11:03:18.949,3673.320,13.276,1,2,0.61511,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00801
07/21/2023 11:03:19.327,3673.698,13.655,1,2,0.60502,0.00119,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02646
07/21/2023 11:03:21.019,3675.390,15.347,1,2,0.61505,0.00118,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00265
07/21/2023 11:03:21.714,3676.084,16.041,1,2,0.62513,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00681
07/21/2023 11:03:22.533,3676.904,16.860,1,2,0.63515,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.01173
07/21/2023 11:03:24.196,3678.567,18.523,1,2,0.64527,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.01171
07/21/2023 11:03:24.641,3679.011,18.968,1,2,0.65529,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00954
07/21/2023 11:03:26.195,3680.566,20.523,1,2,0.66531,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00193
07/21/2023 11:03:27.059,3681.430,21.387,1,2,0.67569,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00956
07/21/2023 11:03:27.440,3681.811,21.767,1,2,0.68572,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.01470
07/21/2023 11:03:28.047,3682.418,22.375,1,2,0.69573,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.02290
07/21/2023 11:03:28.367,3682.738,22.695,1,2,0.70578,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.02303
07/21/2023 11:03:28.904,3683.275,23.231,1,2,0.71586,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.02325
07/21/2023 11:03:29.320,3683.691,23.647,1,2,0.72599,0.00119,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.02343
07/21/2023 11:03:29.739,3684.110,24.067,1,2,0.73603,0.00119,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.02251
07/21/2023 11:03:30.288,3684.659,24.616,1,2,0.74603,0.00119,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.02131
07/21/2023 11:03:30.862,3685.233,25.190,1,2,0.75615,0.00119,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.02038
